Funder,Funder Country,Funder Type,Recipient Name,Recipient URL,Recipient City,Recipient State,Recipient Country,Currency,Amount (original currency),Amount (USD),Paid/Auth,Transaction Type,Duration (Months),FY,Grant Description,Source URL,Publication,Title,Author,Publication Date,Date added,Crisis
IKEA Foundation,Netherlands,Company-sponsored foundation,UNHCR,https://www.unhcr.org/en-us/,Geneva,,Switzerland,EUR,"€ 20,000,000","$21,800,000",Authorized,Cash,,2022,"In response to the escalating humanitarian crisis in Ukraine, the IKEA Foundation announced an immediate donation of €20 million to UNHCR, the UN Refugee Agency, for humanitarian assistance to those who have been forcibly displaced by the military action in Ukraine. ",https://ikeafoundation.org/press-release/the-ikea-foundation-commits-20-million-to-unhcr-the-un-refugee-agency-to-respond-to-the-humanitarian-emergency-in-ukraine-and-neighbouring-countries/,Fast Company,Ikea Foundation delivers millions in ‘immediate’ aid as refugees pour out of Ukraine,Christopher Zara,3/3/2022,3/4/2022,Ukraine
ILCU International Development Foundation,Ireland,Independent foundation,Unknown Recipient(s),,,,,EUR,"€ 50,000","$54,500",Authorized,Pledge,,2022,"The ILCU International Development Foundation have pledged €50,000 in response to the ongoing crisis in Ukraine. The fund is backed by credit unions from across the island of Ireland.",https://twitter.com/St_Michaels_CU/status/1499706464461631488,Twitter,,,3/4/2022,3/10/2022,Ukraine
Illinois Tool Works,United States,Corporate giving program,Unknown Recipient(s),,,,,USD,"$1,000,000","$1,000,000",Authorized ,Cash,,2022,ITW announced a one million dollar donation to three charitable organisations for Ukraine humanitarian relief.,https://www.hobart.com.sg/news/press-releases/detail-view/itw-donates-one-million-dollars-for-ukraine-and-halts-business-with-russia,,ITW DONATES ONE MILLION DOLLARS FOR UKRAINE AND HALTS BUSINESS WITH RUSSIA,,,8/17/2022,Ukraine
IMC Chicago Charitable Foundation,United States,Company-sponsored foundation,UNHCR,http://www.unhcr.org,New York,NY,United States,USD,"$310,000","$310,000",Paid,Cash,,2022,Ukraine relief,,,,,3/24/2022,3/25/2022,Ukraine
IMC Chicago Charitable Foundation,United States,Company-sponsored foundation,Leleka Foundation,https://leleka.care/,Palo Alto,CA,United States,USD,"$100,000","$100,000",Paid,Cash,,2022,Ukraine relief,,,,,3/24/2022,3/25/2022,Ukraine
IMC Chicago Charitable Foundation,United States,Company-sponsored foundation,Razom,https://razomforukraine.org/,New York,NY,United States,USD,"$100,000","$100,000",Paid,Cash,,2022,Ukraine relief,,,,,3/24/2022,3/25/2022,Ukraine
IMC International Metalworking Companies B.V.,Israel,Corporate giving program,World Food Program,https://www.wfp.org/,Rome,,Italy,USD,,"$720,000",Paid,Cash,,2022,Donation to World Food Programme from metalworking products company.,https://data.humdata.org/viz-ukraine-ps-tracker/,OCHA Services,Ukraine Private Sector Donations Tracker,,6/14/2022,8/29/2022,Ukraine
inCruises,United States,Corporate giving program,Uknown Recipient,,,,,USD,"$1,000,000 ","$1,000,000 ",Authorized,Cash; Grants to individuals,,2022,"inCruises has provided more than $1m in aid through its Ukrainian Relief program, giving direct economic assistance to its Ukrainian partners and members to purchase food, secure transportation and lodging, buy medicine and other necessities.",https://www.seatrade-cruise.com/news/incruises-donates-1m-ukrainian-humanitarian-relief,Seatrade Cruise News,inCruises donates $1m to Ukrainian humanitarian relief,Anne Kalosh,3/29/2022,3/30/2022,Ukraine
Independent Animal Rescue,United States ,Public Charity,Romanian League in Defense of Animals,https://rolda.org/tag/romanian-league-in-defense-of-animals/,,,Romania,USD,"$5,000 ","$5,000",Authorized,Cash,,2022," IAR has donated $5,000 to the Romanian League in Defense of Animals (ROLDA) as it provides direct support to people and animals affected by the war in Ukraine.",https://www.instagram.com/p/CcgYU2Ev-q_/,Instagram,,,4/18/2022,4/22/2022,Ukraine
INFICON Holding AG,Switzerland,Corporate giving program,International Federation of Red Cross and Red Crescent Societies (IFRC),https://www.ifrc.org/,Geneva,,Switzerland,CHF,"25,000 CHF","$27,000",Paid,Cash,,2022,"CHF 25,000 donation for Ukraine humanitarian relief from Swiss company",https://data.humdata.org/viz-ukraine-ps-tracker/?org=CBi-PROVIDER-172,Ukraine Private Sector Donations Tracker,Dashboard,,4/20/2022,5/26/2022,Ukraine
Inflexion Foundation,United Kingdom,Company-sponsored foundation,British Red Cross,https://www.redcross.org.uk/,London,,United Kingdom,GBP,"£500,000","$660,000",Authorized ,Cash,,2022,"The Inflexion Foundation has committed to a donation of £500,000 to the Disasters Emergency Committee (DEC) Ukraine Appeal, through the British Red Cross, to address the ongoing crisis in the country. In addition, the Inflexion team has launched its own fundraising appeal.  ",https://www.inflexion.com/news-insights-events/press-releases/2022/inflexion-announces-500-000-donation-to-dec-ukraine-appeal,,,,3/1/2022,5/23/2022,Ukraine
ING Group,Netherlands,Corporate giving program,UNICEF Netherlands,https://www.unicef.nl/,The Hague,,Netherlands,USD,,"$3,260,870",Paid,Cash,,2022,Cash donation to UNICEF National Committee Netherlands,https://data.humdata.org/viz-ukraine-ps-tracker/,OCHA Services,Ukraine Private Sector Donations Tracker,,6/28/2022,8/29/2022,Ukraine
Ingersoll-Rand Company,United States,Corporate giving program,United Nations World Food Programme,https://www.wfp.org/,Rome,,Italy,USD,"$250,000","$250,000",Authorized,Cash,,2022,"Ingersoll Rand donated $250,000 to support United Nations World Food Programme’s emergency food distribution and has committed up to an additional $250,000 through matching employee donations.",https://www.businesswire.com/news/home/20220318005088/en/Ingersoll-Rand-Commits-1-Million-in-Ukraine-Humanitarian-Aid,Businesswire,Ingersoll Rand Commits $1 Million in Ukraine Humanitarian Aid,,3/18/2022,3/18/2022,Ukraine
Ingersoll-Rand Company,United States,Corporate giving program,Unknown Recipient(s),,,,,USD,"$250,000","$250,000",Authorized,Pledge; Employee matching gifts,,2022,"Ingersoll Rand donated $250,000 to support United Nations World Food Programme’s emergency food distribution and has committed up to an additional $250,000 through matching employee donations.",https://www.businesswire.com/news/home/20220318005088/en/Ingersoll-Rand-Commits-1-Million-in-Ukraine-Humanitarian-Aid,Businesswire,Ingersoll Rand Commits $1 Million in Ukraine Humanitarian Aid,,3/18/2022,3/18/2022,Ukraine
Ingersoll-Rand Company,United States,Corporate giving program,Unknown Recipient(s),,,,,USD,"$500,000","$500,000",Authorized,Pledge; In-kind gifts,,2022,"Ingersoll Rand pledged to contribute $500,000 in critical product donations designed to help with medical, water, sanitation, and disaster response solutions for people in Ukraine.",https://www.businesswire.com/news/home/20220318005088/en/Ingersoll-Rand-Commits-1-Million-in-Ukraine-Humanitarian-Aid,Businesswire,Ingersoll Rand Commits $1 Million in Ukraine Humanitarian Aid,,3/18/2022,3/18/2022,Ukraine
Instant Brands,United States,Corporate giving program,World Central Kitchen,https://wck.org/,"Washington, DC",,United States,USD,"$50,000","$50,000",Authorized,Cash,,2022,"Instant Brands expanded its commitment to addressing food insecurity with a $50,000 direct donation to World Central Kitchen, a not-for-profit organization on the frontlines of humanitarian efforts in Ukraine. The donation will allow WCK to provide 250,000 meals to refugee families and those who remain inside the borders of Ukraine.",https://www.prnewswire.com/news-releases/instant-brands-donates-50-000-to-world-central-kitchen-ukraine-support-301562299.html,PR Newswire,"INSTANT BRANDS DONATES $50,000 TO WORLD CENTRAL KITCHEN UKRAINE SUPPORT",,6/6/2022,6/7/2022,Ukraine
Insurers Indemnity Co.,United States,Corporate giving program,American Red Cross,https://www.redcross.org/,Washington,DC,United States,USD,"$54,000","$54,000",Authorized ,Cash,,2022,"Insurors Indemnity Co., an iconic Waco business, has pledged $54,000 for aid to Ukraine. The pledge from Insurors Indemnity goes to the American Red Cross. The funding money will be directed to the local Red Cross affiliates in countries supporting Ukrainian refugees.",https://wacotrib.com/waco-based-insurors-indemnity-pledges-54-000-to-red-cross-ukraine-relief/article_ade319e2-ca50-11ec-9b05-1fae5d49e7d3.html,Waco Tribune-Herald,"Waco-based Insurors Indemnity pledges $54,000 to Red Cross' Ukraine relief",Mike Copeland,5/3/2022,5/3/2022,Ukraine
Intel Corporation,United States,Corporate giving program,Unknown Recipient(s),,,,,USD,"$1,200,000","$1,200,000",Authorized,Pledge,,2022,"Intel has launched an employee donation and matching campaign through the Intel Foundation that has already raised over US$1.2m for relief efforts in Ukraine and surrounding areas including Poland, Germany and Romania.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/intel-humanitarian-crisis-ukraine,,,,3/11/2022,3/11/2022,Ukraine
Inter IKEA Holding B.V.,Sweden,Corporate giving program,Danish Red Cross,https://en.rodekors.dk/,Copenhagen,,Denmark,EUR,"€ 1,500,000","$1,635,000",Authorized ,Cash,,2022,"In collaboration with the Danish Red Cross, IKEA has donated 1.5 million euros to accommodation centers around Ukraine providing shelter to 30,000 internally displaced persons (primarily women and families with children, elderly people, and people with disabilities). ",https://interfax.com/newsroom/top-stories/84108/,Interfax,IKEA pledges 1.7 mln euros to support local humanitarian projects in Ukraine,,10/20/2022,10/24/2022,Ukraine
Inter IKEA Holding B.V.,Sweden,Corporate giving program,Kolping International,https://www.kolping.net/en/,Köln,,Germany,EUR,"€ 17,000","$18,530",Authorized ,Cash,,2022,"IKEA donated 17,000 euros to Kolping temporary accommodation and rehabilitation centers in the Chernovtsy, Vinnitsa, and Trans-Carpathian regions, where IDPs can also receive psychological support, legal consultations, and general social protection.",https://interfax.com/newsroom/top-stories/84108/,Interfax,IKEA pledges 1.7 mln euros to support local humanitarian projects in Ukraine,,10/20/2022,10/24/2022,Ukraine
Inter IKEA Holding B.V.,Sweden,Corporate giving program,Balbek Bureau,https://www.balbek.com/,Kyiv,,Ukraine,EUR,"€ 31,000","$33,790",Authorized ,Cash,,2022,"IKEA supported the RE:UKRAINE Housing initiative by the Balbek Bureau architectural bureau by donating 31,000 euros for furnishing modular houses in the Bucha district in the Kiev region.",https://interfax.com/newsroom/top-stories/84108/,Interfax,IKEA pledges 1.7 mln euros to support local humanitarian projects in Ukraine,,10/20/2022,10/24/2022,Ukraine
Inter IKEA Holding B.V.,Sweden,Corporate giving program,Ukrainian Red Cross Society,http://redcross.org.ua/en/,Kyiv,,Ukraine,EUR,"€ 63,000","$68,670",Authorized ,Cash,,2022,"IKEA donated 63,000 euros to the Ukrainian Red Cross for food packages distributed among IDPs in Nikolayev and Poltava.",https://interfax.com/newsroom/top-stories/84108/,Interfax,IKEA pledges 1.7 mln euros to support local humanitarian projects in Ukraine,,10/20/2022,10/24/2022,Ukraine
Inter IKEA Holding B.V.,Sweden,Corporate giving program,Save the Children,http://www.savethechildren.org/,Fairfield,CT,United States,EUR,"€ 172,000","$187,480",Authorized ,In-kind gifts,,2022,"Working in collaboration with the Save the Children initiative, IKEA offered foodstuffs worth in total 172,000 euros to Ukrainians at accommodation centers for women and children in Chernovtsy, Dnepropetrovsk, and Vinnitsa.",https://interfax.com/newsroom/top-stories/84108/,Interfax,IKEA pledges 1.7 mln euros to support local humanitarian projects in Ukraine,,10/20/2022,10/24/2022,Ukraine
Inter IKEA Systems,Netherlands,Corporate giving program,Save the Children,www-savethechildren-nl,The Hague,,Netherlands,EUR,"€ 2,000,000","$2,180,000",Authorized ,Cash,,2022,Inter IKEA Group has donated €2 million to Save the Children to support building up infrastructure for humanitarian aid to Ukraine. This grant is part of the €10 million earlier pledged by the company.,https://about.ikea.com/en/newsroom/2022/04/08/the-war-in-ukraine-ikea-continues-its-humanitarian-support,,The war in Ukraine IKEA continues its humanitarian support,,4/8/2022,7/29/2022,Ukraine
Inter IKEA Systems,Netherlands,Corporate giving program,UNICEF,https://www.unicef.org/,New York,NY,United States,EUR,"€ 1,000,000","$1,090,000",Authorized ,Cash,,2022,"Inter IKEA Group is donating €1 million to UNICEF’s emergency relief efforts, including the Blue Dot safe spaces set up together with UNHCR; children and family support hubs that provide critical support and protection services for forcibly displaced children and their families.  ",https://about.ikea.com/en/newsroom/2022/04/08/the-war-in-ukraine-ikea-continues-its-humanitarian-support,,The war in Ukraine IKEA continues its humanitarian support,,4/8/2022,7/29/2022,Ukraine
Inter IKEA Systems,Netherlands,Corporate giving program,Unknown Recipient(s),,,,,EUR,"€ 30,000,000","$32,700,000",Authorized ,Pledge,,2022,"To respond to the immense need for emergency relief, different IKEA related entities have together donated, as previously announced, €30 million – €10M from Interogo Holding, €10M from the Ingka group and €10M from Inter IKEA Group. These funds have been and will be used for both immediate and long-term needs and include a combination of monetary and in-kind donations to well-established organisations such as Save the Children, UNICEF, UNHCR, Médecins Sans Frontières, Red Cross and other local organisations working in bordering countries most affected by the war. ",https://about.ikea.com/en/newsroom/2022/04/08/the-war-in-ukraine-ikea-continues-its-humanitarian-support,,The war in Ukraine IKEA continues its humanitarian support,,4/8/2022,7/29/2022,Ukraine
International Union of Superiors General ,Italy,Catholic Institution,Unknown Recipient(s),,,,,USD,"$1,000,000","$1,000,000",Authorized ,Cash,,2022,The International Union of Superiors General has begun distributing a $1 million grant by the Conrad N. Hilton Foundation to assist women's religious communities in eastern Europe which are providing accommodations and care for refugees who have fled the war in Ukraine.,https://www.globalsistersreport.org/news/ministry/news/uisg-begins-1-million-grant-distribution-sisters-serving-ukraine-refugees,Global Sisters Report,UISG begins $1 million grant distribution to sisters serving Ukraine refugees,Chris Herlinger,5/4/2022,5/5/2022,Ukraine
Internet Corporation for Assigned Names and Numbers (ICANN),United States,Public charity,World Food Program,https://www.wfp.org/,Rome,,Italy,USD,"$1,000,000","$1,000,000",Paid,Cash,,2022,Donation to World Food Programme from US-based non-profit company responsible for coordinating and maintaining internet databases and namespaces.,https://data.humdata.org/viz-ukraine-ps-tracker/,OCHA Services,Ukraine Private Sector Donations Tracker,,6/14/2022,8/29/2022,Ukraine
